Domain,Problem,CFA,Planner,Tool,Planning Results (%),Makespan (s),Number of Actions,Processing Time (s),Memory Usage (GB)
first_response,P06C03,Rachna,colin2,CoalitionSimilarity,0,73.059,185,34,0.0760841369629
first_response,P06C04,Rachna,colin2,CoalitionSimilarity,0,74.059,171,30,0.078727722168
first_response,P06C05,Rachna,colin2,CoalitionSimilarity,0,99.076,189,67,0.37133026123
first_response,P06C06,Rachna,colin2,CoalitionSimilarity,0,67.052,196,43,0.327587127686
first_response,P06C07,Rachna,colin2,CoalitionSimilarity,0,64.046,149,22,0.0505027770996
first_response,P06C08,Rachna,colin2,CoalitionSimilarity,0,96.076,159,22,0.0538597106934
first_response,P06C09,Rachna,colin2,CoalitionSimilarity,0,64.049,170,24,0.0850677490234
first_response,P06C10,Rachna,colin2,CoalitionSimilarity,0,64.049,170,24,0.0737915039062
first_response,P07C01,Rachna,colin2,CoalitionSimilarity,0,36.027,103,9,0.0504302978516
first_response,P07C02,Rachna,colin2,CoalitionSimilarity,0,36.030,113,24,0.197345733643
first_response,P07C03,Rachna,colin2,CoalitionSimilarity,0,40.029,115,12,0.0473136901855
first_response,P07C04,Rachna,colin2,CoalitionSimilarity,0,41.033,110,10,0.0455741882324
first_response,P07C05,Rachna,colin2,CoalitionSimilarity,0,28.025,114,8,0.0506782531738
first_response,P07C06,Rachna,colin2,CoalitionSimilarity,0,36.030,113,25,0.194683074951
first_response,P07C07,Rachna,colin2,CoalitionSimilarity,0,39.030,100,10,0.0468978881836
first_response,P07C08,Rachna,colin2,CoalitionSimilarity,0,36.027,103,9,0.0500144958496
first_response,P07C09,Rachna,colin2,CoalitionSimilarity,0,39.035,126,19,0.11540222168
first_response,P07C10,Rachna,colin2,CoalitionSimilarity,0,39.035,126,18,0.10835647583
first_response,P08C01,Rachna,colin2,CoalitionSimilarity,0,168.139,330,274,0.683700561523
first_response,P08C02,Rachna,colin2,CoalitionSimilarity,0,90.072,305,750,9.11360931396
first_response,P08C03,Rachna,colin2,CoalitionSimilarity,0,145.117,315,553,2.96019363403
first_response,P08C04,Rachna,colin2,CoalitionSimilarity,0,176.147,310,1011,10.491317749
first_response,P08C05,Rachna,colin2,CoalitionSimilarity,0,136.107,328,422,3.1315536499
first_response,P08C06,Rachna,colin2,CoalitionSimilarity,0,111.087,321,186,0.345272064209
first_response,P08C07,Rachna,colin2,CoalitionSimilarity,134,-1,-1,367,4.12602233887
first_response,P08C08,Rachna,colin2,CoalitionSimilarity,0,168.139,330,272,0.684188842773
first_response,P08C09,Rachna,colin2,CoalitionSimilarity,0,133.600,289,171,0.522228240967
first_response,P08C10,Rachna,colin2,CoalitionSimilarity,124,-1,-1,3601,41.0322494507
first_response,P09C01,Rachna,colin2,CoalitionSimilarity,124,-1,-1,3602,57.2833023071
first_response,P09C02,Rachna,colin2,CoalitionSimilarity,124,-1,-1,3601,41.6676025391
first_response,P09C03,Rachna,colin2,CoalitionSimilarity,0,113.090,299,128,0.329574584961
first_response,P09C04,Rachna,colin2,CoalitionSimilarity,1,-1,-1,1206,12.4695205688
first_response,P09C05,Rachna,colin2,CoalitionSimilarity,124,-1,-1,3601,35.5212402344
first_response,P09C06,Rachna,colin2,CoalitionSimilarity,124,-1,-1,3601,41.4421920776
first_response,P09C07,Rachna,colin2,CoalitionSimilarity,124,-1,-1,3602,60.2651443481
first_response,P09C08,Rachna,colin2,CoalitionSimilarity,124,-1,-1,3601,58.8589477539
first_response,P09C09,Rachna,colin2,CoalitionSimilarity,0,91.074,325,107,0.305656433105
first_response,P09C10,Rachna,colin2,CoalitionSimilarity,0,91.074,325,106,0.306259155273
first_response,P10C01,Rachna,colin2,CoalitionSimilarity,0,88.069,229,70,0.061939239502
first_response,P10C02,Rachna,colin2,CoalitionSimilarity,0,82.059,233,82,0.456874847412
first_response,P10C03,Rachna,colin2,CoalitionSimilarity,1,-1,-1,13,0.0436401367188
first_response,P10C04,Rachna,colin2,CoalitionSimilarity,0,99.085,233,151,1.09408187866
first_response,P10C05,Rachna,colin2,CoalitionSimilarity,0,113.088,218,63,0.099739074707
first_response,P10C06,Rachna,colin2,CoalitionSimilarity,0,77.061,232,66,0.0699043273926
first_response,P10C07,Rachna,colin2,CoalitionSimilarity,0,113.094,238,52,0.107311248779
first_response,P10C08,Rachna,colin2,CoalitionSimilarity,124,-1,-1,3602,45.2184181213
first_response,P10C09,Rachna,colin2,CoalitionSimilarity,0,90.068,228,108,0.471076965332
first_response,P10C10,Rachna,colin2,CoalitionSimilarity,0,60.048,230,79,0.314353942871
first_response,P01C01,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,17.001739502
first_response,P01C02,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,28.1575012207
first_response,P01C03,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,38.9659576416
first_response,P01C04,Rachna,colin2,CoalitionAssistance,134,-1,-1,3371,24.8920288086
first_response,P01C05,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,21.4541130066
first_response,P01C06,Rachna,colin2,CoalitionAssistance,124,-1,-1,3600,28.665725708
first_response,P01C07,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,37.5155525208
first_response,P01C08,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,17.3168029785
first_response,P01C09,Rachna,colin2,CoalitionAssistance,0,113.088,238,1451,9.80500030518
first_response,P01C10,Rachna,colin2,CoalitionAssistance,0,113.088,238,1537,9.80472564697
first_response,P02C01,Rachna,colin2,CoalitionAssistance,0,113.072,151,193,1.6452293396
first_response,P02C02,Rachna,colin2,CoalitionAssistance,0,80.047,170,2359,31.0886917114
first_response,P02C03,Rachna,colin2,CoalitionAssistance,0,105.072,156,580,7.23630523682
first_response,P02C04,Rachna,colin2,CoalitionAssistance,0,118.081,170,798,4.60590744019
first_response,P02C05,Rachna,colin2,CoalitionAssistance,0,76.050,152,450,5.4462852478
first_response,P02C06,Rachna,colin2,CoalitionAssistance,0,62.038,166,571,4.31992721558
first_response,P02C07,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,31.8930931091
first_response,P02C08,Rachna,colin2,CoalitionAssistance,0,113.072,154,190,1.64516067505
first_response,P02C09,Rachna,colin2,CoalitionAssistance,0,97.066,165,582,4.31971740723
first_response,P02C10,Rachna,colin2,CoalitionAssistance,0,72.043,161,2656,31.0884017944
first_response,P03C01,Rachna,colin2,CoalitionAssistance,1,-1,-1,4,0.043586730957
first_response,P03C02,Rachna,colin2,CoalitionAssistance,1,-1,-1,5,0.050537109375
first_response,P03C03,Rachna,colin2,CoalitionAssistance,1,-1,-1,4,0.043025970459
first_response,P03C04,Rachna,colin2,CoalitionAssistance,1,-1,-1,5,0.0449714660645
first_response,P03C05,Rachna,colin2,CoalitionAssistance,1,-1,-1,4,0.051513671875
first_response,P03C06,Rachna,colin2,CoalitionAssistance,1,-1,-1,4,0.0501670837402
first_response,P03C07,Rachna,colin2,CoalitionAssistance,1,-1,-1,4,0.0503196716309
first_response,P03C08,Rachna,colin2,CoalitionAssistance,1,-1,-1,5,0.0515213012695
first_response,P03C09,Rachna,colin2,CoalitionAssistance,1,-1,-1,4,0.0479354858398
first_response,P03C10,Rachna,colin2,CoalitionAssistance,1,-1,-1,5,0.0503005981445
first_response,P04C01,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,31.2821311951
first_response,P04C02,Rachna,colin2,CoalitionAssistance,1,-1,-1,15,0.0450096130371
first_response,P04C03,Rachna,colin2,CoalitionAssistance,124,-1,-1,3602,33.9742050171
first_response,P04C04,Rachna,colin2,CoalitionAssistance,124,-1,-1,3600,32.4957427979
first_response,P04C05,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,45.170501709
first_response,P04C06,Rachna,colin2,CoalitionAssistance,1,-1,-1,16,0.0523529052734
first_response,P04C07,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,37.9476966858
first_response,P04C08,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,31.3686408997
first_response,P04C09,Rachna,colin2,CoalitionAssistance,1,-1,-1,15,0.0415916442871
first_response,P04C10,Rachna,colin2,CoalitionAssistance,1,-1,-1,17,0.045352935791
first_response,P05C01,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,48.9662818909
first_response,P05C02,Rachna,colin2,CoalitionAssistance,0,30.020,111,24,0.127666473389
first_response,P05C03,Rachna,colin2,CoalitionAssistance,0,57.039,113,215,2.32579803467
first_response,P05C04,Rachna,colin2,CoalitionAssistance,0,46.027,115,47,0.416809082031
first_response,P05C05,Rachna,colin2,CoalitionAssistance,0,55.040,119,66,0.527843475342
first_response,P05C06,Rachna,colin2,CoalitionAssistance,0,38.023,108,24,0.126880645752
first_response,P05C07,Rachna,colin2,CoalitionAssistance,0,59.040,121,99,0.967147827148
first_response,P05C08,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,48.6711235046
first_response,P05C09,Rachna,colin2,CoalitionAssistance,0,41.028,129,65,0.606544494629
first_response,P05C10,Rachna,colin2,CoalitionAssistance,0,41.028,126,67,0.606155395508
first_response,P06C01,Rachna,colin2,CoalitionAssistance,0,86.070,162,139,1.05034255981
first_response,P06C02,Rachna,colin2,CoalitionAssistance,0,64.048,166,333,2.88469696045
first_response,P06C03,Rachna,colin2,CoalitionAssistance,0,83.057,136,177,1.72731018066
first_response,P06C04,Rachna,colin2,CoalitionAssistance,0,96.071,163,59,0.227771759033
first_response,P06C05,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,34.1505813599
first_response,P06C06,Rachna,colin2,CoalitionAssistance,0,64.048,166,325,2.88459777832
first_response,P06C07,Rachna,colin2,CoalitionAssistance,0,100.073,142,506,4.25832366943
first_response,P06C08,Rachna,colin2,CoalitionAssistance,0,86.070,162,140,1.05046844482
first_response,P06C09,Rachna,colin2,CoalitionAssistance,0,92.070,167,2215,17.3274841309
first_response,P06C10,Rachna,colin2,CoalitionAssistance,0,92.070,167,2236,17.3274612427
first_response,P07C01,Rachna,colin2,CoalitionAssistance,0,55.042,98,20,0.107036590576
first_response,P07C02,Rachna,colin2,CoalitionAssistance,0,40.030,103,24,0.205833435059
first_response,P07C03,Rachna,colin2,CoalitionAssistance,0,55.042,95,16,0.0876350402832
first_response,P07C04,Rachna,colin2,CoalitionAssistance,0,55.042,97,20,0.108016967773
first_response,P07C05,Rachna,colin2,CoalitionAssistance,0,53.039,107,197,2.49848556519
first_response,P07C06,Rachna,colin2,CoalitionAssistance,0,40.030,103,24,0.206130981445
first_response,P07C07,Rachna,colin2,CoalitionAssistance,0,55.042,96,20,0.100681304932
first_response,P07C08,Rachna,colin2,CoalitionAssistance,0,55.042,98,20,0.101715087891
first_response,P07C09,Rachna,colin2,CoalitionAssistance,0,41.031,101,14,0.111194610596
first_response,P07C10,Rachna,colin2,CoalitionAssistance,0,41.031,101,14,0.110282897949
first_response,P08C01,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,39.1039733887
first_response,P08C02,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,39.1232032776
first_response,P08C03,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,36.7722473145
first_response,P08C04,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,28.880821228
first_response,P08C05,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,37.4268722534
first_response,P08C06,Rachna,colin2,CoalitionAssistance,124,-1,-1,3602,47.1656074524
first_response,P08C07,Rachna,colin2,CoalitionAssistance,124,-1,-1,3602,46.2980575562
first_response,P08C08,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,38.9179267883
first_response,P08C09,Rachna,colin2,CoalitionAssistance,124,-1,-1,3600,37.968585968
first_response,P08C10,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,49.8760490417
first_response,P09C01,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,55.4473762512
first_response,P09C02,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,56.4419059753
first_response,P09C03,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,47.9062156677
first_response,P09C04,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,39.7220001221
first_response,P09C05,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,47.1321601868
first_response,P09C06,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,55.7745246887
first_response,P09C07,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,46.7482795715
first_response,P09C08,Rachna,colin2,CoalitionAssistance,124,-1,-1,3602,52.9356651306
first_response,P09C09,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,45.6537590027
first_response,P09C10,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,43.7266426086
first_response,P10C01,Rachna,colin2,CoalitionAssistance,1,-1,-1,25,0.222980499268
first_response,P10C02,Rachna,colin2,CoalitionAssistance,0,89.066,217,180,1.19326019287
first_response,P10C03,Rachna,colin2,CoalitionAssistance,0,138.115,233,606,3.41898727417
first_response,P10C04,Rachna,colin2,CoalitionAssistance,1,-1,-1,12,0.0513496398926
first_response,P10C05,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,22.2879981995
first_response,P10C06,Rachna,colin2,CoalitionAssistance,1,-1,-1,12,0.0431785583496
first_response,P10C07,Rachna,colin2,CoalitionAssistance,124,-1,-1,3601,38.358795166
first_response,P10C08,Rachna,colin2,CoalitionAssistance,1,-1,-1,26,0.22253036499
first_response,P10C09,Rachna,colin2,CoalitionAssistance,0,92.071,221,239,1.77939987183
first_response,P10C10,Rachna,colin2,CoalitionAssistance,124,-1,-1,3602,47.5992431641
first_response,P01C01,Rachna,colin2,PA,124,-1,-1,3601,29.6398735046
first_response,P01C02,Rachna,colin2,PA,124,-1,-1,3600,21.3238677979
first_response,P01C03,Rachna,colin2,PA,124,-1,-1,3600,29.5407180786
first_response,P01C04,Rachna,colin2,PA,124,-1,-1,3601,29.7507324219
first_response,P01C05,Rachna,colin2,PA,124,-1,-1,3600,26.6972007751
first_response,P01C06,Rachna,colin2,PA,124,-1,-1,3601,23.8953170776
first_response,P01C07,Rachna,colin2,PA,124,-1,-1,3601,35.9973526001
first_response,P01C08,Rachna,colin2,PA,124,-1,-1,3601,28.456905365
first_response,P01C09,Rachna,colin2,PA,124,-1,-1,3601,29.3285179138
first_response,P01C10,Rachna,colin2,PA,124,-1,-1,3601,32.8357658386
first_response,P02C01,Rachna,colin2,PA,124,-1,-1,3601,32.4828910828
first_response,P02C02,Rachna,colin2,PA,124,-1,-1,3601,26.621963501
first_response,P02C03,Rachna,colin2,PA,124,-1,-1,3601,31.761680603
first_response,P02C04,Rachna,colin2,PA,124,-1,-1,3600,33.7674789429
first_response,P02C05,Rachna,colin2,PA,124,-1,-1,3600,26.7558364868
first_response,P02C06,Rachna,colin2,PA,124,-1,-1,3601,27.3597259521
first_response,P02C07,Rachna,colin2,PA,124,-1,-1,3601,36.2941856384
first_response,P02C08,Rachna,colin2,PA,124,-1,-1,3601,30.5300102234
first_response,P02C09,Rachna,colin2,PA,124,-1,-1,3600,30.5599250793
first_response,P02C10,Rachna,colin2,PA,124,-1,-1,3601,28.6126480103
first_response,P03C01,Rachna,colin2,PA,124,-1,-1,3601,43.180934906
first_response,P03C02,Rachna,colin2,PA,124,-1,-1,3601,36.2881278992
first_response,P03C03,Rachna,colin2,PA,124,-1,-1,3601,42.0989341736
first_response,P03C04,Rachna,colin2,PA,124,-1,-1,3601,42.4804039001
first_response,P03C05,Rachna,colin2,PA,124,-1,-1,3601,41.0952682495
first_response,P03C06,Rachna,colin2,PA,124,-1,-1,3601,37.3412246704
first_response,P03C07,Rachna,colin2,PA,124,-1,-1,3601,46.7121124268
first_response,P03C08,Rachna,colin2,PA,124,-1,-1,3601,39.6500549316
first_response,P03C09,Rachna,colin2,PA,124,-1,-1,3601,41.4414176941
first_response,P03C10,Rachna,colin2,PA,124,-1,-1,3600,42.9761734009
first_response,P04C01,Rachna,colin2,PA,124,-1,-1,3601,31.9667167664
first_response,P04C02,Rachna,colin2,PA,124,-1,-1,3601,21.5008277893
first_response,P04C03,Rachna,colin2,PA,124,-1,-1,3600,32.1691741943
first_response,P04C04,Rachna,colin2,PA,124,-1,-1,3601,34.6458854675
first_response,P04C05,Rachna,colin2,PA,124,-1,-1,3601,26.8344802856
first_response,P04C06,Rachna,colin2,PA,124,-1,-1,3601,23.9841079712
first_response,P04C07,Rachna,colin2,PA,124,-1,-1,3601,33.8509407043
first_response,P04C08,Rachna,colin2,PA,124,-1,-1,3601,29.6491966248
first_response,P04C09,Rachna,colin2,PA,124,-1,-1,3600,28.1952629089
first_response,P04C10,Rachna,colin2,PA,124,-1,-1,3601,29.2698287964
first_response,P05C01,Rachna,colin2,PA,124,-1,-1,3601,33.0566177368
first_response,P05C02,Rachna,colin2,PA,124,-1,-1,3600,29.2340431213
first_response,P05C03,Rachna,colin2,PA,124,-1,-1,3601,36.4068603516
first_response,P05C04,Rachna,colin2,PA,124,-1,-1,3601,36.6496200562
first_response,P05C05,Rachna,colin2,PA,124,-1,-1,3601,40.1074752808
first_response,P05C06,Rachna,colin2,PA,124,-1,-1,3601,32.7966690063
first_response,P05C07,Rachna,colin2,PA,124,-1,-1,3601,37.5785636902
first_response,P05C08,Rachna,colin2,PA,124,-1,-1,3601,32.4360237122
first_response,P05C09,Rachna,colin2,PA,124,-1,-1,3601,32.8954696655
first_response,P05C10,Rachna,colin2,PA,124,-1,-1,3601,42.3151855469
first_response,P06C01,Rachna,colin2,PA,124,-1,-1,3601,35.3443641663
first_response,P06C02,Rachna,colin2,PA,124,-1,-1,3601,29.2780036926
first_response,P06C03,Rachna,colin2,PA,124,-1,-1,3601,34.6908416748
first_response,P06C04,Rachna,colin2,PA,124,-1,-1,3601,35.0894927979
first_response,P06C05,Rachna,colin2,PA,124,-1,-1,3600,32.1252250671
first_response,P06C06,Rachna,colin2,PA,124,-1,-1,3601,34.6288375854
first_response,P06C07,Rachna,colin2,PA,124,-1,-1,3601,38.7922134399
first_response,P06C08,Rachna,colin2,PA,124,-1,-1,3601,34.3817253113
first_response,P06C09,Rachna,colin2,PA,124,-1,-1,3600,37.3410949707
first_response,P06C10,Rachna,colin2,PA,124,-1,-1,3601,35.1915550232
first_response,P07C01,Rachna,colin2,PA,124,-1,-1,3601,44.1716995239
first_response,P07C02,Rachna,colin2,PA,124,-1,-1,3601,42.7254486084
first_response,P07C03,Rachna,colin2,PA,124,-1,-1,3601,42.2631149292
first_response,P07C04,Rachna,colin2,PA,124,-1,-1,3601,42.8666915894
first_response,P07C05,Rachna,colin2,PA,124,-1,-1,3601,44.7944450378
first_response,P07C06,Rachna,colin2,PA,124,-1,-1,3601,45.3005943298
first_response,P07C07,Rachna,colin2,PA,124,-1,-1,3601,48.3527183533
first_response,P07C08,Rachna,colin2,PA,124,-1,-1,3600,40.0287055969
first_response,P07C09,Rachna,colin2,PA,124,-1,-1,3601,45.8172492981
first_response,P07C10,Rachna,colin2,PA,124,-1,-1,3601,46.1983375549
first_response,P08C01,Rachna,colin2,PA,124,-1,-1,3601,25.972530365
first_response,P08C02,Rachna,colin2,PA,124,-1,-1,3601,17.8100280762
first_response,P08C03,Rachna,colin2,PA,124,-1,-1,3601,25.6466331482
first_response,P08C04,Rachna,colin2,PA,124,-1,-1,3601,27.9306793213
first_response,P08C05,Rachna,colin2,PA,124,-1,-1,3600,18.5250930786
first_response,P08C06,Rachna,colin2,PA,124,-1,-1,3601,18.9264755249
first_response,P08C07,Rachna,colin2,PA,124,-1,-1,3600,28.2885055542
first_response,P08C08,Rachna,colin2,PA,124,-1,-1,3601,22.7502098083
first_response,P08C09,Rachna,colin2,PA,124,-1,-1,3601,22.3265037537
first_response,P08C10,Rachna,colin2,PA,124,-1,-1,3601,24.6622772217
first_response,P09C01,Rachna,colin2,PA,124,-1,-1,3601,35.7606773376
first_response,P09C02,Rachna,colin2,PA,124,-1,-1,3600,27.0791702271
first_response,P09C03,Rachna,colin2,PA,124,-1,-1,3601,34.2568321228
first_response,P09C04,Rachna,colin2,PA,124,-1,-1,3601,35.0312767029
first_response,P09C05,Rachna,colin2,PA,124,-1,-1,3600,33.1109313965
first_response,P09C06,Rachna,colin2,PA,124,-1,-1,3601,29.8663368225
first_response,P09C07,Rachna,colin2,PA,124,-1,-1,3601,35.6346664429
first_response,P09C08,Rachna,colin2,PA,124,-1,-1,3601,32.111946106
first_response,P09C09,Rachna,colin2,PA,124,-1,-1,3600,34.457408905
first_response,P09C10,Rachna,colin2,PA,124,-1,-1,3600,32.8394699097
first_response,P10C01,Rachna,colin2,PA,124,-1,-1,3600,34.1753692627
first_response,P10C02,Rachna,colin2,PA,124,-1,-1,3601,31.5642127991
first_response,P10C03,Rachna,colin2,PA,124,-1,-1,3601,34.6673316956
first_response,P10C04,Rachna,colin2,PA,124,-1,-1,3601,35.699848175
first_response,P10C05,Rachna,colin2,PA,124,-1,-1,3600,33.2539215088
first_response,P10C06,Rachna,colin2,PA,124,-1,-1,3600,31.1473464966
first_response,P10C07,Rachna,colin2,PA,124,-1,-1,3601,36.520072937
first_response,P10C08,Rachna,colin2,PA,124,-1,-1,3601,28.9015464783
first_response,P10C09,Rachna,colin2,PA,124,-1,-1,3601,31.6311149597
first_response,P10C10,Rachna,colin2,PA,124,-1,-1,3601,32.3414611816
first_response,P01C01,Rachna,colin2,Action,124,-1,-1,3601,41.5974807739
first_response,P01C02,Rachna,colin2,Action,124,-1,-1,3601,28.5798606873
first_response,P01C03,Rachna,colin2,Action,124,-1,-1,3601,47.4769554138
first_response,P01C04,Rachna,colin2,Action,134,-1,-1,3000,23.5275421143
first_response,P01C05,Rachna,colin2,Action,124,-1,-1,3601,30.4827880859
first_response,P01C06,Rachna,colin2,Action,124,-1,-1,3600,28.1591835022
first_response,P01C07,Rachna,colin2,Action,134,-1,-1,2908,23.5276985168
first_response,P01C08,Rachna,colin2,Action,124,-1,-1,3601,41.5212020874
first_response,P01C09,Rachna,colin2,Action,124,-1,-1,3601,38.1695365906
first_response,P01C10,Rachna,colin2,Action,124,-1,-1,3602,36.9565315247
first_response,P02C01,Rachna,colin2,Action,0,81.551,146,594,7.1527633667
first_response,P02C02,Rachna,colin2,Action,0,60.036,146,768,7.15284347534
first_response,P02C03,Rachna,colin2,Action,0,95.558,145,778,7.15294647217
first_response,P02C04,Rachna,colin2,Action,0,94.557,142,703,7.15288925171
first_response,P02C05,Rachna,colin2,Action,0,55.535,141,787,7.15305328369
first_response,P02C06,Rachna,colin2,Action,0,55.033,142,604,7.15293884277
first_response,P02C07,Rachna,colin2,Action,0,65.541,139,775,7.15301132202
first_response,P02C08,Rachna,colin2,Action,0,81.551,149,614,7.15285873413
first_response,P02C09,Rachna,colin2,Action,0,81.551,147,613,7.15281295776
first_response,P02C10,Rachna,colin2,Action,0,60.037,145,782,7.15263366699
first_response,P03C01,Rachna,colin2,Action,1,-1,-1,4,0.0516357421875
first_response,P03C02,Rachna,colin2,Action,1,-1,-1,5,0.0473175048828
first_response,P03C03,Rachna,colin2,Action,1,-1,-1,4,0.0510406494141
first_response,P03C04,Rachna,colin2,Action,1,-1,-1,5,0.0431137084961
first_response,P03C05,Rachna,colin2,Action,1,-1,-1,5,0.0446434020996
first_response,P03C06,Rachna,colin2,Action,1,-1,-1,4,0.0497741699219
first_response,P03C07,Rachna,colin2,Action,1,-1,-1,4,0.0441741943359
first_response,P03C08,Rachna,colin2,Action,1,-1,-1,4,0.0456466674805
first_response,P03C09,Rachna,colin2,Action,1,-1,-1,5,0.044849395752
first_response,P03C10,Rachna,colin2,Action,1,-1,-1,5,0.0483322143555
first_response,P04C01,Rachna,colin2,Action,1,-1,-1,159,1.65653610229
first_response,P04C02,Rachna,colin2,Action,1,-1,-1,161,1.64710617065
first_response,P04C03,Rachna,colin2,Action,1,-1,-1,194,1.90197753906
first_response,P04C04,Rachna,colin2,Action,124,-1,-1,3601,39.8732719421
first_response,P04C05,Rachna,colin2,Action,1,-1,-1,159,1.63980102539
first_response,P04C06,Rachna,colin2,Action,1,-1,-1,160,1.64700317383
first_response,P04C07,Rachna,colin2,Action,124,-1,-1,3602,40.8153381348
first_response,P04C08,Rachna,colin2,Action,1,-1,-1,162,1.65695953369
first_response,P04C09,Rachna,colin2,Action,1,-1,-1,156,1.73196411133
first_response,P04C10,Rachna,colin2,Action,1,-1,-1,154,1.73167419434
first_response,P05C01,Rachna,colin2,Action,124,-1,-1,3602,60.8113861084
first_response,P05C02,Rachna,colin2,Action,124,-1,-1,3601,48.6806602478
first_response,P05C03,Rachna,colin2,Action,124,-1,-1,3602,59.9975471497
first_response,P05C04,Rachna,colin2,Action,124,-1,-1,3602,58.8528518677
first_response,P05C05,Rachna,colin2,Action,0,50.031,134,639,8.08114242554
first_response,P05C06,Rachna,colin2,Action,124,-1,-1,3602,47.3065643311
first_response,P05C07,Rachna,colin2,Action,124,-1,-1,3602,60.3675193787
first_response,P05C08,Rachna,colin2,Action,124,-1,-1,3602,59.0309524536
first_response,P05C09,Rachna,colin2,Action,0,45.034,136,629,8.08108901978
first_response,P05C10,Rachna,colin2,Action,0,48.030,138,649,8.08142471313
first_response,P06C01,Rachna,colin2,Action,0,71.051,155,40,0.197860717773
first_response,P06C02,Rachna,colin2,Action,0,54.041,162,36,0.219398498535
first_response,P06C03,Rachna,colin2,Action,0,89.065,157,37,0.174831390381
first_response,P06C04,Rachna,colin2,Action,124,-1,-1,3601,31.4658355713
first_response,P06C05,Rachna,colin2,Action,0,45.046,162,36,0.14538192749
first_response,P06C06,Rachna,colin2,Action,0,54.041,162,37,0.219211578369
first_response,P06C07,Rachna,colin2,Action,124,-1,-1,3601,31.7101211548
first_response,P06C08,Rachna,colin2,Action,0,71.051,155,38,0.207443237305
first_response,P06C09,Rachna,colin2,Action,0,51.038,151,34,0.200977325439
first_response,P06C10,Rachna,colin2,Action,0,51.038,151,33,0.204929351807
first_response,P07C01,Rachna,colin2,Action,0,52.041,109,18,0.161552429199
first_response,P07C02,Rachna,colin2,Action,0,38.032,111,16,0.1708984375
first_response,P07C03,Rachna,colin2,Action,0,42.036,110,12,0.0526390075684
first_response,P07C04,Rachna,colin2,Action,0,52.042,108,11,0.063346862793
first_response,P07C05,Rachna,colin2,Action,0,40.035,116,11,0.0633201599121
first_response,P07C06,Rachna,colin2,Action,0,38.032,111,17,0.170608520508
first_response,P07C07,Rachna,colin2,Action,0,52.042,108,12,0.0570869445801
first_response,P07C08,Rachna,colin2,Action,0,52.041,109,18,0.157791137695
first_response,P07C09,Rachna,colin2,Action,0,37.032,107,15,0.139068603516
first_response,P07C10,Rachna,colin2,Action,0,37.032,107,15,0.136848449707
first_response,P08C01,Rachna,colin2,Action,124,-1,-1,3601,45.0331001282
first_response,P08C02,Rachna,colin2,Action,124,-1,-1,3601,38.6896133423
first_response,P08C03,Rachna,colin2,Action,124,-1,-1,3602,44.397769928
first_response,P08C04,Rachna,colin2,Action,134,-1,-1,2563,24.8079833984
first_response,P08C05,Rachna,colin2,Action,124,-1,-1,3601,44.9217147827
first_response,P08C06,Rachna,colin2,Action,124,-1,-1,3601,34.8189468384
first_response,P08C07,Rachna,colin2,Action,124,-1,-1,3601,24.8084259033
first_response,P08C08,Rachna,colin2,Action,124,-1,-1,3601,43.2759246826
first_response,P08C09,Rachna,colin2,Action,124,-1,-1,3601,38.1921195984
first_response,P08C10,Rachna,colin2,Action,124,-1,-1,3601,44.4138145447
first_response,P09C01,Rachna,colin2,Action,124,-1,-1,3602,41.9900779724
first_response,P09C02,Rachna,colin2,Action,124,-1,-1,3601,40.6087760925
first_response,P09C03,Rachna,colin2,Action,124,-1,-1,3601,41.9627304077
first_response,P09C04,Rachna,colin2,Action,124,-1,-1,3602,41.9164352417
